County,Human Cases,Dead Birds,Mosquito Samples,Sentinel Chickens
Alameda,-,1,-,-
Alpine,-,-,-,-
Amador,-,-,-,-
Butte,-,1,-,-
Calaveras,-,-,-,-
Colusa,-,-,-,-
Contra Costa,-,1,-,-
Del Norte,-,-,-,-
El Dorado,-,-,-,-
Fresno,-,6,2,-
Glenn,-,-,-,-
Humboldt,-,-,-,-
Imperial,-,-,2,1
Inyo,-,-,-,-
Kern,2,23,49,2
Kings,-,-,2,-
Lake,-,-,-,-
Lassen,-,-,-,-
Los Angeles,-,2,3,1
Madera,-,-,-,-
Marin,-,-,-,-
Mariposa,-,-,-,-
Mendocino,-,-,-,-
Merced,-,1,-,-
Modoc,-,-,-,-
Mono,-,-,-,-
Monterey,-,-,-,-
Napa,-,-,-,-
Nevada,-,-,-,-
Orange,-,9,-,-
Placer,-,-,-,-
Plumas,-,-,-,-
Riverside,-,-,1,-
Sacramento,-,2,-,-
San Benito,-,-,-,-
San Bernardino,-,1,-,-
San Diego,-,5,-,-
San Francisco,-,-,-,-
San Joaquin,-,-,-,-
San Luis Obispo,-,-,-,-
San Mateo,-,-,-,-
Santa Barbara,-,-,-,-
Santa Clara,-,17,-,-
Santa Cruz,-,-,-,-
Shasta,-,5,1,-
Sierra,-,-,-,-
Siskiyou,-,-,-,-
Solano,-,-,-,-
Sonoma,-,-,-,-
Stanislaus,-,24,5,-
Sutter,-,-,8,-
Tehama,-,1,-,-
Trinity,-,-,-,-
Tulare,-,-,-,-
Tuolumne,-,-,-,-
Ventura,-,-,-,-
Yolo,-,-,-,-
Yuba,-,1,-,-
